page,rank,title,price,reviews_count,rating,asin,url,rank_filled,category,market_place,bought_number,bought_number_2
1,11,MICHELIN SOS Grip Evolution High Performance SOS 7 Snow Socks - Textile Snow Chains Approved EN16662-1 - Easy Assembly <2 Min - Snow and Verglas Grip - ESP/ABS Compatible,€63.02,2286,4.5 out of 5 stars,B099X6YVR1,https://www.amazon.fr/-/en/MICHELIN-Grip-Evolution-Performance-Socks/dp/B099X6YVR1/ref=zg_bs_g_automotive_d_sccl_11/521-2666508-5190660?psc=1,11,automotive,fr,0,0
1,12,"JOREST 5pcs 12(1)+16AWG (4) Medium In-Line Fuse Holder, ATC/ATO Automotive Flat 12V Waterproof Fuse Holder for Car/Truck/Motor + 14pcs Standard Fuses (2A 3A 5A 7.5A 10A 15A 20A 25A 30A 35A)",€9.99,23698,4.7 out of 5 stars,B0DBPQBGBQ,https://www.amazon.fr/JOREST-Medium-Automotive-Waterproof-Standard/dp/B0DBPQBGBQ/ref=zg_bs_g_automotive_d_sccl_12/521-2666508-5190660?psc=1,12,automotive,fr,0,300+ bought
1,13,Jongo CE0536 Complete Kit Key Shell + CR1620 Battery Compatible with Peugeot 207 308 3008 Partner Expert Citroen C3 C4 Berlingo Jumpy Plip Remote Control Case 2 Buttons + Pins,€9.90,2622,4.4 out of 5 stars,B071KVFPQL,https://www.amazon.fr/-/en/Complete-Battery-Compatible-Peugeot-Berlingo/dp/B071KVFPQL/ref=zg_bs_g_automotive_d_sccl_13/521-2666508-5190660?psc=1,13,automotive,fr,0,800+ bought
1,14,"Philips Vision H7 Headlight Bulb, Plus 30% Brightness, Blister Pack of 1",€7.50,12869,4.6 out of 5 stars,B001B4S3BM,https://www.amazon.fr/-/en/Philips-Vision-Headlight-Brightness-Blister/dp/B001B4S3BM/ref=zg_bs_g_automotive_d_sccl_14/521-2666508-5190660?psc=1,14,automotive,fr,0,1K+ bought
1,15,"WD-40 • Multifunction Product • Double Position Spray • Silicone Free • Non-Conductive • Compatible with Plastics, Rubbers and All Metals • 250 ML",€6.45,6398,4.8 out of 5 stars,B00D4OIC0E,https://www.amazon.fr/-/en/WD-40-Multifunction-Position-Non-Conductive-Compatible/dp/B00D4OIC0E/ref=zg_bs_g_automotive_d_sccl_15/521-2666508-5190660?psc=1,15,automotive,fr,0,1K+ bought
1,16,APP PU 50 FC - Car Body Sealant | Flexible Polyurethane Glue for Metal-Glass Bonding | Multi-Material Waterproof Sealant | Black | 310 ml,€9.99,1185,4.5 out of 5 stars,B005AZHQGQ,https://www.amazon.fr/-/en/APP-Polyurethane-Metal-Glass-Multi-Material-Waterproof/dp/B005AZHQGQ/ref=zg_bs_g_automotive_d_sccl_16/521-2666508-5190660?psc=1,16,automotive,fr,0,1K+ bought
1,17,Lovcoyo Endoscopic Snake Inspection Camera 1920P 3 in 1 USB Endoscopic Endoscopic Camera Type C Range with 8 LED Lights for Android and iOS Smartphone iPhone iPad (16.5FT/5M),€17.99,825,4.2 out of 5 stars,B0CL2ZBKH2,https://www.amazon.fr/-/en/Lovcoyo-Endoscopic-Inspection-Android-Smartphone/dp/B0CL2ZBKH2/ref=zg_bs_g_automotive_d_sccl_17/521-2666508-5190660?psc=1,17,automotive,fr,0,1K+ bought
1,18,"Holts HAFR0006B Car Coolant and Antifreeze VW-Audi-Seat-Skoda G12, G12+, G12++, G13, G12 Evo Long-Lasting Protection 10 Years 480 km up to -30°C, Pink, 5L",€24.69,2967,4.7 out of 5 stars,B0CKFDFXSK,https://www.amazon.fr/-/en/Holts-Antifreeze-VW-Audi-Seat-Skoda-Long-Lasting-Protection/dp/B0CKFDFXSK/ref=zg_bs_g_automotive_d_sccl_18/521-2666508-5190660?psc=1,18,automotive,fr,0,700+ bought
1,19,presto 531583 Sixpack Brake Cleaner POWER 500 ml,€17.80,8035,4.7 out of 5 stars,B08PPQLQMJ,https://www.amazon.fr/-/en/presto-531583-Sixpack-Brake-Cleaner/dp/B08PPQLQMJ/ref=zg_bs_g_automotive_d_sccl_19/521-2666508-5190660?psc=1,19,automotive,fr,0,1K+ bought
1,20,"Coolpow Magsafe Car Phone Holder [Powerful Magnetic Vacuum Suction Cup] Car Phone Holder Magnetic Windscreen/Dashboard, 360° Portable Car Accessory for iPhone 17/Smartphone",€14.56,407,4.4 out of 5 stars,B0FFTSCSVD,https://www.amazon.fr/-/en/Coolpow-Windscreen-Dashboard-Accessory-Smartphone/dp/B0FFTSCSVD/ref=zg_bs_g_automotive_d_sccl_20/521-2666508-5190660?psc=1,20,automotive,fr,0,1K+ bought
1,21,MOTUL MOTORBIKE OIL 5100 4T 10W40 1L,€12.00,43167,4.7 out of 5 stars,B00C72TOV0,https://www.amazon.fr/-/en/MOTUL-MOTORBIKE-OIL-5100-10W40/dp/B00C72TOV0/ref=zg_bs_g_automotive_d_sccl_21/521-2666508-5190660?psc=1,21,automotive,fr,0,100+ bought
1,22,"Philips RacingVision GT200 H7 lampe pour éclairage avant +200%, set de 2",€28.97,28212,4.2 out of 5 stars,B08KHJHZVQ,https://www.amazon.fr/-/en/Philips-RacingVision-GT200-lampe-%C3%A9clairage/dp/B08KHJHZVQ/ref=zg_bs_g_automotive_d_sccl_22/521-2666508-5190660?psc=1,22,automotive,fr,0,1K+ bought
1,23,Bosch Aerotwin A116S Set of 2 Front Replacement Wiper Blades with Pre-Assembled Adaptor 600 mm / 400 mm,€27.51,7390,4.6 out of 5 stars,B0039234TU,https://www.amazon.fr/-/en/Bosch-Aerotwin-Replacement-Pre-Assembled-Adaptor/dp/B0039234TU/ref=zg_bs_g_automotive_d_sccl_23/521-2666508-5190660?psc=1,23,automotive,fr,0,600+ bought
1,24,Spurtar 5 Speed Manual Shift Knob for Peugeot 106 107 207 301 306 307 308 407 408 508 3008 1007 / for Citroen C2 C3 C4 Picasso Black and Silver,€10.99,8096,4.6 out of 5 stars,B08DFT968Q,https://www.amazon.fr/-/en/Spurtar-Manual-Peugeot-Citroen-Picasso/dp/B08DFT968Q/ref=zg_bs_g_automotive_d_sccl_24/521-2666508-5190660?psc=1,24,automotive,fr,0,1K+ bought
1,25,"LISEN USB C Cigarette Lighter Charger, PD 36W & QC 18W Fast Car Charger 3.0, Mini USB C Cigarette Lighter Socket 12V for iPhone 17 Pro Max 16 15 14 13 Galaxy S24 23 iPad Tablet Airpods",€8.49,7410,4.5 out of 5 stars,B0CBVGZJPD,https://www.amazon.fr/-/en/LISEN-Cigarette-Lighter-Charger-Airpods/dp/B0CBVGZJPD/ref=zg_bs_g_automotive_d_sccl_25/521-2666508-5190660?psc=1,25,automotive,fr,0,500+ bought
1,26,"Husgw 12V/24V 8A Car Battery Charger, Smart Motorcycle Battery Charger with Repair Function, Auto Charge Maintain, LCD Display, for Car Motorcycle Truck, AGM, Gel, Wet, SLA (8-100AH)",€35.98,7063,4.5 out of 5 stars,B09DTXCK9D,https://www.amazon.fr/-/en/Husgw-Battery-Motorcycle-Function-Maintain/dp/B09DTXCK9D/ref=zg_bs_g_automotive_d_sccl_26/521-2666508-5190660?psc=1,26,automotive,fr,1K+,1K+ bought
1,27,"ALCLEAR 721FR Wheel Cleaner 1000 ml – with Purple Colour Indicator – Acid Free, Gentle for Aluminium & Steel – Removes Brake Dust, Rust, Dirt, Powerful Spray for Car & Motorcycle Cleaning",€11.95,12210,4.4 out of 5 stars,B018S1WREY,https://www.amazon.fr/-/en/ALCLEAR-721FR-Wheel-Cleaner-1000/dp/B018S1WREY/ref=zg_bs_g_automotive_d_sccl_27/521-2666508-5190660?psc=1,27,automotive,fr,0,500+ bought
1,28,Hycote Clear Gloss Varnish Spray - Acrylic Protective Lacquer 400ml - Fixes & Protects Paint - Durable Finish Quick Drying,€6.90,6269,4.4 out of 5 stars,B004SNLNY2,https://www.amazon.fr/-/en/Hycote-Clear-Gloss-Varnish-Spray/dp/B004SNLNY2/ref=zg_bs_g_automotive_d_sccl_28/521-2666508-5190660?psc=1,28,automotive,fr,0,1K+ bought
1,29,OBD2 Bluetooth connection + French support 7/7J - Diagnosis of engine codes in 3 minutes. Diagnostic case compatible with most vehicles. French seller with support 7/7J 2026,€25.99,4217,4.2 out of 5 stars,B08RJHFF2T,https://www.amazon.fr/-/en/OBD2-Bluetooth-connection-French-support/dp/B08RJHFF2T/ref=zg_bs_g_automotive_d_sccl_29/521-2666508-5190660?psc=1,29,automotive,fr,0,1K+ bought
1,30,MANNOL Longlife 5W-30 Engine Oil ACEA C3 API SN 504/507 5 L,€21.12,3706,4.8 out of 5 stars,B01HP15K2Y,https://www.amazon.fr/-/en/MANNOL-Longlife-5W-30-Engine-ACEA/dp/B01HP15K2Y/ref=zg_bs_g_automotive_d_sccl_30/521-2666508-5190660?psc=1,30,automotive,fr,0,200+ bought
1,31,"Joyblossom Baby Car Sun Shades, 2 Piece Socks for Children and Animals, Block UV Rays Anti Mosquito Net, Universal Size for Most Cars",€10.99,2720,4.3 out of 5 stars,B0BX6BYX4Z,https://www.amazon.fr/-/en/Joyblossom-Children-Animals-Mosquito-Universal/dp/B0BX6BYX4Z/ref=zg_bs_g_automotive_d_sccl_31/521-2666508-5190660?psc=1,31,automotive,fr,0,700+ bought
1,32,Car Headlight Renovator – HS Headlight Renovation Kit – Car Headlight Polish – Car Headlight Polishing Kit – Car Headlight Cleaning Kit,€24.99,7806,4.4 out of 5 stars,B0B56LW37L,https://www.amazon.fr/-/en/Car-Headlight-Renovator-Renovation-Polishing/dp/B0B56LW37L/ref=zg_bs_g_automotive_d_sccl_32/521-2666508-5190660?psc=1,32,automotive,fr,0,1K+ bought
1,33,Caremore Set of 1 Blue Zone Parking Disc - Parking (1),€3.99,304,4.6 out of 5 stars,B0DRBRZ77C,https://www.amazon.fr/-/en/Caremore-Blue-Zone-Parking-Disc/dp/B0DRBRZ77C/ref=zg_bs_g_automotive_d_sccl_33/521-2666508-5190660?psc=1,33,automotive,fr,0,1K+ bought
1,34,3-IN-UN Technical • Universal Lithium Grease • Cartridge • Strong adhesion • Water and heat resistant • Use between -20°C and +140°C • Suitable for grease pump • 400 G,€6.99,5177,4.7 out of 5 stars,B008F7YBZU,https://www.amazon.fr/-/en/3-Technical-Universal-Cartridge-resistant/dp/B008F7YBZU/ref=zg_bs_g_automotive_d_sccl_34/521-2666508-5190660?psc=1,34,automotive,fr,0,900+ bought
1,35,Takit 2X Magnetic Disc A – 2026 Version – French Brand – Young Driver Magnetic Disc,€6.90,3192,4.6 out of 5 stars,B07887B87G,https://www.amazon.fr/-/en/Takit-2X-Magnetic-Disc-Version/dp/B07887B87G/ref=zg_bs_g_automotive_d_sccl_35/521-2666508-5190660?psc=1,35,automotive,fr,0,1K+ bought
1,36,flintronic 4pcs Car Trim Removal Tool Professional Car Disassembly Installation Tool Kit for Car Radio Audio Trim Interior Dash Dashboard Installer Pry Tool,€4.99,7379,4.4 out of 5 stars,B0BW8SRJC8,https://www.amazon.fr/-/en/flintronic-Professional-Disassembly-Installation-Dashboard/dp/B0BW8SRJC8/ref=zg_bs_g_automotive_d_sccl_36/521-2666508-5190660?psc=1,36,automotive,fr,0,500+ bought
1,37,Bosch Aerotwin AP26U Wiper Blade Length: 650 mm - 1 Front Wiper Blade,€14.50,3426,4.5 out of 5 stars,B00L7Z6GF0,https://www.amazon.fr/-/en/Bosch-Aerotwin-AP26U-Wiper-Length/dp/B00L7Z6GF0/ref=zg_bs_g_automotive_d_sccl_37/521-2666508-5190660?psc=1,37,automotive,fr,0,200+ bought
1,38,"SEALIGHT 2026 H7 LED Headlight Bulbs, 1:1 Mini Size S2S 50000LM 900% Brightness 140W 6500K 25000RPM Cooling Fan, Halogen Replacement, Plug-N-Play, Pack of 2",€28.49,26183,4.1 out of 5 stars,B0CSYX6FDX,https://www.amazon.fr/-/en/SEALIGHT-2026-H7-Headlight-Bulbs/dp/B0CSYX6FDX/ref=zg_bs_g_automotive_d_sccl_38/521-2666508-5190660?psc=1,38,automotive,fr,0,1K+ bought
1,39,"California Scents, Car Perfume Box, Set of 4 Car Air Fresheners, Coronado Cherry Scent, Car Accessory to Eliminate Odours, Long-Lasting and Adjustable Scent",€14.50,9030,4.2 out of 5 stars,B09GG3RX93,https://www.amazon.fr/-/en/California-Scents-Fresheners-Long-Lasting-Adjustable/dp/B09GG3RX93/ref=zg_bs_g_automotive_d_sccl_39/521-2666508-5190660?psc=1,39,automotive,fr,0,800+ bought
1,40,Bosch W5W Pure Light Car Lamps - 12 V 5 W W2.1 x 9.5D - 2 Bulbs,€5.60,10417,4.5 out of 5 stars,B003JY81TG,https://www.amazon.fr/-/en/Bosch-W5W-Pure-Light-Lamps/dp/B003JY81TG/ref=zg_bs_g_automotive_d_sccl_40/521-2666508-5190660?psc=1,40,automotive,fr,0,900+ bought
1,41,WD-40 Specialist • Super seizure • Double Position Spray • Immediate efficacy • Quick and easy to remove • Water resistant • Compatible with all metals • 250 ml,€9.29,2506,4.7 out of 5 stars,B01MZDPNSJ,https://www.amazon.fr/-/en/WD-40-Specialist-Immediate-resistant-Compatible/dp/B01MZDPNSJ/ref=zg_bs_g_automotive_d_sccl_41/521-2666508-5190660?psc=1,41,automotive,fr,500+,500+ bought
1,42,"DELARA Intensive leather care – 100 ml – Impregnates and protects the leather very effectively, new formula based on high-quality coconut oil and beeswax – made in Germany, Colourless, L",€11.99,7862,4.5 out of 5 stars,B007DJ566O,https://www.amazon.fr/-/en/DELARA-Intensive-leather-care-high-quality/dp/B007DJ566O/ref=zg_bs_g_automotive_d_sccl_42/521-2666508-5190660?psc=1,42,automotive,fr,0,700+ bought
1,43,IPONE – Road Care Motorcycle Chain Maintenance Pack – Chain Cleaner 750 ml + X-TREM Chain Road 750 ml + Chain Brush,€31.90,4248,4.8 out of 5 stars,B01HTTUEEQ,https://www.amazon.fr/-/en/IPONE-Motorcycle-Maintenance-Cleaner-X-TREM/dp/B01HTTUEEQ/ref=zg_bs_g_automotive_d_sccl_43/521-2666508-5190660?psc=1,43,automotive,fr,0,800+ bought
1,44,"Bosch Rear Wiper Blade H301, Length: 300 mm – 1 Rear Wiper Blade",€8.50,23868,4.7 out of 5 stars,B002ZRQ4BA,https://www.amazon.fr/-/en/Bosch-Wiper-Blade-H301-Length/dp/B002ZRQ4BA/ref=zg_bs_g_automotive_d_sccl_44/521-2666508-5190660?psc=1,44,automotive,fr,0,1K+ bought
1,45,5 in 1 Bardahl Diesel Engine Destroyer 1L,€76.19,1518,4.5 out of 5 stars,B09ZYSN27L,https://www.amazon.fr/-/en/Bardahl-Diesel-Engine-Destroyer-1L/dp/B09ZYSN27L/ref=zg_bs_g_automotive_d_sccl_45/521-2666508-5190660?psc=1,45,automotive,fr,0,700+ bought
1,46,MOTOPOWER MP00205B 12V 1000mA Fully Automatic Battery Charger/Maintainer,€26.99,8484,4.6 out of 5 stars,B07TF3RMYB,https://www.amazon.fr/-/en/MOTOPOWER-MP00205B-Automatic-Battery-Maintainer/dp/B07TF3RMYB/ref=zg_bs_g_automotive_d_sccl_46/521-2666508-5190660?psc=1,46,automotive,fr,0,400+ bought
2,51,"BassMotor Car Seat & Carpet Cleaner - Cleans with Brush Included - Easy to Use, Fresh Scent - Ultimate Interior 500ml + Brush",€14.99,3143,4.4 out of 5 stars,B08TPBNNBZ,https://www.amazon.fr/-/en/BassMotor-Car-Seat-Carpet-Cleaner/dp/B08TPBNNBZ/ref=zg_bs_g_automotive_d_sccl_1/521-2666508-5190660?psc=1,51,automotive,fr,0,800+ bought
2,52,Amazon Basics Set of 2 Emergency Window Breaker and Hammer,€10.49,32705,4.7 out of 5 stars,B073JCMTW2,https://www.amazon.fr/-/en/Amazon-Basics-Emergency-Window-Breaker/dp/B073JCMTW2/ref=zg_bs_g_automotive_d_sccl_2/521-2666508-5190660?psc=1,52,automotive,fr,0,1K+ bought
2,53,"SONAX Brake cleaner+parts (400 ML) for Brakes, Clutches and Engine Parts Maintenance | Ref: 04834000",€3.10,155,4.6 out of 5 stars,B0CM3ZGFWC,https://www.amazon.fr/-/en/SONAX-cleaner-Brakes-Clutches-Maintenance/dp/B0CM3ZGFWC/ref=zg_bs_g_automotive_d_sccl_3/521-2666508-5190660?psc=1,53,automotive,fr,0,900+ bought
2,54,"MOTOPOWER MP00205A 12V 800mA Fully Automatic Battery Charger/Maintainer for Cars, Motorcycles, ATV, RVS, Powersports, Boat and More",€18.99,15506,4.5 out of 5 stars,B079KBL9YM,https://www.amazon.fr/-/en/MOTOPOWER-MP00205A-Maintainer-Motorcycles-Powersports/dp/B079KBL9YM/ref=zg_bs_g_automotive_d_sccl_4/521-2666508-5190660?psc=1,54,automotive,fr,200+,200+ bought
2,55,"53 x Tyre Repair Kit, Portable Car Tyre Repair Kit, Car Tyre Drill Kit, Car Tyre Puncture Kit, Tyre Repair Kit for Auto, Motorcycles, ATV, Tractors, SUV, Jeep.",€16.99,3937,4.5 out of 5 stars,B0BB2KTMFV,https://www.amazon.fr/-/en/Repair-Portable-Puncture-Motorcycles-Tractors/dp/B0BB2KTMFV/ref=zg_bs_g_automotive_d_sccl_5/521-2666508-5190660?psc=1,55,automotive,fr,0,500+ bought
2,56,valonic Trailer Adapter 13 Pin to 7 Pin Black for Car Trailer Hitch Caravan,€12.99,10182,4.6 out of 5 stars,B07F9N5P36,https://www.amazon.fr/-/en/valonic-Trailer-Adapter-Black-Caravan/dp/B07F9N5P36/ref=zg_bs_g_automotive_d_sccl_6/521-2666508-5190660?psc=1,56,automotive,fr,0,800+ bought
2,57,"Airlab 400GSM Magic Microfibre Carbon Cloth, Absorbent Polishing Towel, Glass Cleaning Cloth for Kitchen, Household Car, Reusable Washable Cleaning Cloth",€11.99,13013,4.5 out of 5 stars,B0BY463PMB,https://www.amazon.fr/-/en/Airlab-Microfibre-Absorbent-Polishing-Household/dp/B0BY463PMB/ref=zg_bs_g_automotive_d_sccl_7/521-2666508-5190660?psc=1,57,automotive,fr,0,800+ bought
2,58,"OGGIPRO 2 Button Flip Key Case Compatible CE0536 for Peugeot 207 307 308 407 408 3008 5008 Citroen C2 C3 C4 C5 C6 C8 (2 Buttons, CE0536)",€9.99,5615,3.8 out of 5 stars,B0992MJ1NC,https://www.amazon.fr/-/en/OGGIPRO-Compatible-CE0536-Peugeot-Citroen/dp/B0992MJ1NC/ref=zg_bs_g_automotive_d_sccl_8/521-2666508-5190660?psc=1,58,automotive,fr,0,400+ bought
2,59,"Maizjok Waterproof Outdoor Motorcycle Cover, Waterproof Interior 210D Rain Protection UV Dust Winter Summer Cover for Scooter Moped Trail/Street/Scrambler (245 x 105 x 125 cm)",€23.99,22236,4.5 out of 5 stars,B0CGDN6WCY,https://www.amazon.fr/-/en/Maizjok-Waterproof-Motorcycle-Protection-Scrambler/dp/B0CGDN6WCY/ref=zg_bs_g_automotive_d_sccl_9/521-2666508-5190660?psc=1,59,automotive,fr,0,500+ bought
2,60,"Finest Folia Decorative Adhesive Strips for Car, Motorcycle, Boat, Model Making Many Colours, 10 m Length (Red, 5 mm)",€8.86,15608,4.4 out of 5 stars,B07H32QMHW,https://www.amazon.fr/-/en/Finest-Folia-Decorative-Adhesive-Motorcycle/dp/B07H32QMHW/ref=zg_bs_g_automotive_d_sccl_10/521-2666508-5190660?psc=1,60,automotive,fr,0,30+ bought
2,61,"Castrol EDGE 5W-30 LL, 5L",€54.99,12249,4.8 out of 5 stars,B0C813PVBZ,https://www.amazon.fr/-/en/Castrol-EDGE-5W-30-LL-5L/dp/B0C813PVBZ/ref=zg_bs_g_automotive_d_sccl_11/521-2666508-5190660?psc=1,61,automotive,fr,0,700+ bought
2,62,Bardahl Diesel Engine Cleaner 500ml (Bottle),€31.79,2027,4.4 out of 5 stars,B0CRHV9CQ1,https://www.amazon.fr/-/en/Bardahl-Diesel-Engine-Cleaner-Bottle/dp/B0CRHV9CQ1/ref=zg_bs_g_automotive_d_sccl_12/521-2666508-5190660?psc=1,62,automotive,fr,0,500+ bought
2,63,Goodyear Set of 2 9mm Metal Car Snow Chains Size 130 with Automatic Tensioner Goodyear,€37.44,250,4.5 out of 5 stars,B00KSFLASS,https://www.amazon.fr/-/en/Goodyear-Metal-Chains-Automatic-Tensioner/dp/B00KSFLASS/ref=zg_bs_g_automotive_d_sccl_13/521-2666508-5190660?psc=1,63,automotive,fr,0,1K+ bought
2,64,"APP Poly Plast - Universal Polyester Sealant | Car Body Sealant for Repair of Steel, Metal, Aluminum, Plastics, Concrete, Wood | Polyester Resin with Hardener | Light Beige | 0.2 kg",€7.99,800,4.4 out of 5 stars,B004AL148C,https://www.amazon.fr/-/en/APP-Poly-Plast-Universal-Polyester/dp/B004AL148C/ref=zg_bs_g_automotive_d_sccl_14/521-2666508-5190660?psc=1,64,automotive,fr,600+,600+ bought
2,65,"Bosch Rear Wiper Blade Rear: H309, Length: 300 mm – 1 Rear Wiper Blade",€7.20,57272,4.6 out of 5 stars,B00F3XV1AC,https://www.amazon.fr/-/en/Bosch-Rear-Wiper-Blade-Length/dp/B00F3XV1AC/ref=zg_bs_g_automotive_d_sccl_15/521-2666508-5190660?psc=1,65,automotive,fr,200+,200+ bought
2,66,Osram Cool Blue Intense NextGen Halogen Bulbs - H7 - 12V/55W - set of 2 pieces,€15.99,3918,4.2 out of 5 stars,B0D845VTG7,https://www.amazon.fr/-/en/Osram-Intense-NextGen-Halogen-Bulbs/dp/B0D845VTG7/ref=zg_bs_g_automotive_d_sccl_16/521-2666508-5190660?psc=1,66,automotive,fr,500+,500+ bought
2,67,NOCO Boost GB40: UltraSafe 1000A Battery Booster – 12V Portable Lithium Starter with Powerbank and USB Charger – for 6.0L Petrol and 3.0L Diesel Engines,€98.49,120853,4.4 out of 5 stars,B015TKUPIC,https://www.amazon.fr/-/en/NOCO-Boost-GB40-UltraSafe-Powerbank/dp/B015TKUPIC/ref=zg_bs_g_automotive_d_sccl_17/521-2666508-5190660?psc=1,67,automotive,fr,0,700+ bought
2,68,"Bottari [Goodyear] 18833 ""Rapid T2"" Snow Chains 9 mm, Size 130, ABS and ESP Compatible",€25.90,6232,4.1 out of 5 stars,B00FSDNQI2,https://www.amazon.fr/-/en/Bottari-Goodyear-18833-Chains-Compatible/dp/B00FSDNQI2/ref=zg_bs_g_automotive_d_sccl_18/521-2666508-5190660?psc=1,68,automotive,fr,0,700+ bought
2,69,"QIMIC Endoscopic Camera, 1080P HD Endoscope with 2X Zoom, IP67 2.4 Inch IPS Waterproof Pipeline Inspection Camera, 5M Semi-Rigid Cable, 8 Adjustable LEDs, Gadgets for Men",€25.99,1848,4.3 out of 5 stars,B0CQ2NCCGP,https://www.amazon.fr/-/en/Endoscopic-Waterproof-Inspection-Semi-Rigid-Adjustable/dp/B0CQ2NCCGP/ref=zg_bs_g_automotive_d_sccl_19/521-2666508-5190660?psc=1,69,automotive,fr,0,500+ bought
2,70,"URAQT 4 x Tie Down Straps, 2 m x 20 mm Fastening Kit with Tightening Strap for Motorcycle, Car, Bicycle Carrier, Pull Power: 250 kg/Piece (Black)",€7.99,4587,4.4 out of 5 stars,B08RS6Z745,https://www.amazon.fr/-/en/URAQT-Fastening-Tightening-Motorcycle-Bicycle/dp/B08RS6Z745/ref=zg_bs_g_automotive_d_sccl_20/521-2666508-5190660?psc=1,70,automotive,fr,0,500+ bought
