page,rank,title,price,reviews_count,rating,asin,url,rank_filled,category,market_place,bought_number,bought_number_2
1,11,"Philips Avent Natural Response 0% BPA Free Feeding Bottle Teats, Flow 4 for Babies 3 Months + (Model SCY964/02)",€4.30,6538,4.7 out of 5 stars,B0BWFP3RXD,https://www.amazon.fr/-/en/Philips-Natural-Response-SCY964-02/dp/B0BWFP3RXD/ref=zg_bs_g_baby_d_sccl_11/520-3487328-5134422?psc=1,11,baby,fr,0,1K+ bought
1,12,"Pampers Premium Protection Size 4, 120 Layers, Double Protection for Skin and Leaks + 8 Free Nappies",€36.75,208,4.4 out of 5 stars,B0F1MZLYXS,https://www.amazon.fr/-/en/Pampers-Premium-Protection-Layers-Nappies/dp/B0F1MZLYXS/ref=zg_bs_g_baby_d_sccl_12/520-3487328-5134422?psc=1,12,baby,fr,0,200+ bought
1,13,BIOLANE - Sweet almond oil - Baby -Protects the skin - Vitamin E - Care - Bath - Massage - 100% natural origin - Made in France,€2.19,8079,4.7 out of 5 stars,B07RYMY7TR,https://www.amazon.fr/-/en/BIOLANE-Protects-Vitamin-Massage-natural/dp/B07RYMY7TR/ref=zg_bs_g_baby_d_sccl_13/520-3487328-5134422?psc=1,13,baby,fr,3K+,3K+ bought
1,14,"Pampers Premium Protection, Size 4, 174 Nappies, 9-14 kg, Double Protection for Skin and Leaks With Stop & Protect Pocket to Help Capture Leaks, Pack 1 Month",€63.97,5175,4.8 out of 5 stars,B0BLW2PTYN,https://www.amazon.fr/-/en/Pampers-Premium-Protection-Nappies-Protect/dp/B0BLW2PTYN/ref=zg_bs_g_baby_d_sccl_14/520-3487328-5134422?psc=1,14,baby,fr,1K+,1K+ bought
1,15,BIOLANE - Baby shower gel body and hair 2 in 1 - 750 ml - 97% natural origin - soft - sensitive skin - Made in France,€5.86,3154,4.7 out of 5 stars,B09YMMFL34,https://www.amazon.fr/-/en/BIOLANE-shower-natural-origin-sensitive/dp/B09YMMFL34/ref=zg_bs_g_baby_d_sccl_15/520-3487328-5134422?psc=1,15,baby,fr,0,3K+ bought
1,16,Lansinoh I Lanolin HPA Cream 40 ml,€13.99,33757,4.8 out of 5 stars,B007ZNGUZY,https://www.amazon.fr/-/en/Lansinoh-Lanolin-HPA-Cream-40/dp/B007ZNGUZY/ref=zg_bs_g_baby_d_sccl_16/520-3487328-5134422?psc=1,16,baby,fr,0,2K+ bought
1,17,"Pampers Baby-Dry Pants, Size 5, 160 Nappies, 12-17 kg, 360° Hold Against Leaks with a Stop & Protect Pocket for Up to 100% Leak-Free Night, Pack of 1 Month",€49.25,3741,4.7 out of 5 stars,B0BLW6DCM1,https://www.amazon.fr/-/en/Pampers-Baby-Dry-Nappies-Against-Leak-Free/dp/B0BLW6DCM1/ref=zg_bs_g_baby_d_sccl_17/520-3487328-5134422?psc=1,17,baby,fr,0,600+ bought
1,18,Fisher-Price Ma Ottre Câlins Bonne Nuit Soft Toy | Musical and Luminous Baby Night Light | White Noise Baby | Newborn Baby Gift for Boys and Girls - FXC66,€39.99,65511,4.6 out of 5 stars,B07N1JP56L,https://www.amazon.fr/-/en/Fisher-Price-C%C3%A2lins-Musical-Luminous-Newborn/dp/B07N1JP56L/ref=zg_bs_g_baby_d_sccl_18/520-3487328-5134422?psc=1,18,baby,fr,0,4K+ bought
1,19,"Pampers Pampers Harmony, Size 4, 174 Nappies, 9-14 kg, Soft Skin Protection With 100% Absorption Pampers, Pack 1 Month",€74.00,3248,4.6 out of 5 stars,B0BLW24GPJ,https://www.amazon.fr/-/en/Pampers-Harmony-Nappies-Protection-Absorption/dp/B0BLW24GPJ/ref=zg_bs_g_baby_d_sccl_19/520-3487328-5134422?psc=1,19,baby,fr,0,800+ bought
1,20,BIOLANE - Pediatric dermo change cream - Baby seat - Protects and repairs irritation - Skin care - 98% natural ingredients - Tube 100 ml - Made in France,€2.19,4699,4.6 out of 5 stars,B07YQFVPP2,https://www.amazon.fr/-/en/BIOLANE-Pediatric-Protects-irritation-ingredients/dp/B07YQFVPP2/ref=zg_bs_g_baby_d_sccl_20/520-3487328-5134422?psc=1,20,baby,fr,3K+,3K+ bought
1,21,BabyCalin - Set of 2 Fitted Sheets White/Grey Babycalin - 60 x 120 cm OEKO-TEX Certified,€9.90,34760,4.7 out of 5 stars,B01N0NQ77B,https://www.amazon.fr/-/en/BabyCalin-Fitted-Babycalin-OEKO-TEX-Certified/dp/B01N0NQ77B/ref=zg_bs_g_baby_d_sccl_21/520-3487328-5134422?psc=1,21,baby,fr,0,700+ bought
1,22,Thick Reversible Foldable Baby Play Mat 150 x 180 x 1 cm – Play Mat for Baby Children – XXL Foam Floor Mat – Motor Skills Mat Promoting Sensory Development – Newborn Baby Gift,€34.90,5667,4.7 out of 5 stars,B0CP9GL6NS,https://www.amazon.fr/-/en/Thick-Reversible-Foldable-Baby-Play/dp/B0CP9GL6NS/ref=zg_bs_g_baby_d_sccl_22/520-3487328-5134422?psc=1,22,baby,fr,0,500+ bought
1,23,"Philips AVENT Digital Baby Bath Thermometer, Waterproof and Accurate Temperature Measurement (Model SCH480/00)",€14.99,12983,4.7 out of 5 stars,B07WKN8NQQ,https://www.amazon.fr/-/en/Philips-Thermometer-Waterproof-Temperature-Measurement/dp/B07WKN8NQQ/ref=zg_bs_g_baby_d_sccl_23/520-3487328-5134422?psc=1,23,baby,fr,0,2K+ bought
1,24,"Amazon Brand - Mama Bear Disney 60 Nappies, Size 6 (15+ kg), White, 60 Count (Pack of 1)",€23.37,6928,4.2 out of 5 stars,B092DT65KS,https://www.amazon.fr/-/en/Amazon-Brand-Disney-Nappies-White/dp/B092DT65KS/ref=zg_bs_g_baby_d_sccl_24/520-3487328-5134422?psc=1,24,baby,fr,500+,500+ bought
1,25,"Philips Avent Kit biberons avec valve AirFree pour nouveau-né – 4 biberons à Réponse Naturelle, sucette ultra-douce et goupillon pour les bébés âgés de 0 à 12 mois (modèle SCD657/11)",€24.99,5435,4.6 out of 5 stars,B0BWFLY8HV,https://www.amazon.fr/-/en/Philips-Avent-biberons-AirFree-nouveau-n%C3%A9/dp/B0BWFLY8HV/ref=zg_bs_g_baby_d_sccl_25/520-3487328-5134422?psc=1,25,baby,fr,0,900+ bought
1,26,"Parodontax Toothpaste Protection Fluoride, For Sensitive Teeth, Removes Dental Plaque, Pack of 2 x 75 ml",€8.88,1363,4.7 out of 5 stars,B00JBA7HGU,https://www.amazon.fr/-/en/Parodontax-Toothpaste-Protection-Fluoride-Sensitive/dp/B00JBA7HGU/ref=zg_bs_g_baby_d_sccl_26/520-3487328-5134422?psc=1,26,baby,fr,0,2K+ bought
1,27,"Philips Avent Biberon Réponse Naturelle de 330 ml, sans BPA pour les bébés de 3 mois et + (modèle SCY906/01)",€9.90,13023,4.8 out of 5 stars,B0BWFNGMP1,https://www.amazon.fr/-/en/Philips-Biberon-Naturelle-SCY906-01/dp/B0BWFNGMP1/ref=zg_bs_g_baby_d_sccl_27/520-3487328-5134422?psc=1,27,baby,fr,1K+,1K+ bought
1,28,Momcozy 180ml Breast Milk Freezer Bags - Pack of 120 Sterile Bags with Double Sealed Closure | Hygienic Breastfeeding Preservation and Refrigerated Storage,€19.99,5691,4.7 out of 5 stars,B0CQL6LN7W,https://www.amazon.fr/-/en/Momcozy-180ml-Breast-Milk-Freezer/dp/B0CQL6LN7W/ref=zg_bs_g_baby_d_sccl_28/520-3487328-5134422?psc=1,28,baby,fr,0,1K+ bought
1,29,BIOLANE – Nourishing and moisturizing cream - Baby - Face and Body - Soothes and protects the skin - Ingredients of natural origin - 100 ml - Made in France,€2.29,2410,4.7 out of 5 stars,B07S2SGJNH,https://www.amazon.fr/BIOLANE-Nourishing-moisturizing-protects-Ingredients/dp/B07S2SGJNH/ref=zg_bs_g_baby_d_sccl_29/520-3487328-5134422?psc=1,29,baby,fr,0,2K+ bought
1,30,"Non-Contact Forehead Thermometer, Baby Thermometer, Infrared Digital Medical Thermometer for Adults, Accurate Reading with LCD Display, Mute Mode, Memory Reminder (White)",€17.99,15381,4.4 out of 5 stars,B0CKXCDC4M,https://www.amazon.fr/-/en/Non-Contact-Forehead-Thermometer-Infrared-Accurate/dp/B0CKXCDC4M/ref=zg_bs_g_baby_d_sccl_30/520-3487328-5134422?psc=1,30,baby,fr,1K+,1K+ bought
1,31,"Hoffenbach Invisible Magnetic Lock for Child Safety - 12 Locks & 3 Keys - Protection for Cupboards, Doors & Drawers - No Drilling Lock - White",€19.99,4216,4.4 out of 5 stars,B072PPT9V3,https://www.amazon.fr/-/en/Hoffenbach-Invisible-Magnetic-Child-Safety/dp/B072PPT9V3/ref=zg_bs_g_baby_d_sccl_31/520-3487328-5134422?psc=1,31,baby,fr,0,1K+ bought
1,32,"Sterimar Nose Hygiene - Daily Hygiene Nasal Spray, Gently Washes & Moisturizes the Nose, with 100% Natural Sea Water, Physiological Formula, 100 ml",€6.17,1726,4.7 out of 5 stars,B003CK2KS0,https://www.amazon.fr/-/en/Sterimar-Nose-Hygiene-Moisturizes-Physiological/dp/B003CK2KS0/ref=zg_bs_g_baby_d_sccl_32/520-3487328-5134422?psc=1,32,baby,fr,1K+,1K+ bought
1,33,"Béaba, Stackable Milk Powder Dosing Box, 100% Airtight, 4 Compartments, Made in France, Large Capacity, Scalable Use, Easy to Carry, Translucent Clay",€9.90,5112,4.6 out of 5 stars,B0FC6VS7Z6,https://www.amazon.fr/-/en/B%C3%A9aba-Stackable-Airtight-Compartments-Translucent/dp/B0FC6VS7Z6/ref=zg_bs_g_baby_d_sccl_33/520-3487328-5134422?psc=1,33,baby,fr,0,800+ bought
1,34,"URMYWO Baby Fabric Book 0-3-6-12 Months, Black and White Montessori Book, High Contrast Sensory Fabric Book for Newborn Baby, Early Learning Toy 0-3-6 Months, Perfect Gift for Baby",€8.99,7165,4.5 out of 5 stars,B0CFZX62BY,https://www.amazon.fr/-/en/URMYWO-0-3-6-12-Montessori-Contrast-Learning/dp/B0CFZX62BY/ref=zg_bs_g_baby_d_sccl_34/520-3487328-5134422?psc=1,34,baby,fr,0,1K+ bought
1,35,"Dreamzie Mattress Protector 140 x 190 cm Waterproof – Mattress Protector 140 x 190 cm Soft, Hypoallergenic, Breathable – Oeko-Tex Certified",€23.74,48877,4.5 out of 5 stars,B073P3PFQ7,https://www.amazon.fr/-/en/Dreamzie-Mattress-Protector-Waterproof-Hypoallergenic/dp/B073P3PFQ7/ref=zg_bs_g_baby_d_sccl_35/520-3487328-5134422?psc=1,35,baby,fr,0,200+ bought
1,36,"Suavinex, All Silicone Dummy for Babies 6/18 Months, Dummy with Symmetrical Nipple SX Pro, Reversible, Super Soft and Soft, Ideal for Sleeping. Colour Essence, Green",€11.90,4628,4.6 out of 5 stars,B0BX78KYC5,https://www.amazon.fr/-/en/Suavinex-Silicone-Symmetrical-Reversible-Sleeping/dp/B0BX78KYC5/ref=zg_bs_g_baby_d_sccl_36/520-3487328-5134422?psc=1,36,baby,fr,0,0
1,37,20 x Baby Corner Protection Table Corner Protectors with Super Glue for Tables and Furniture Corners,€7.94,3801,4.6 out of 5 stars,B0BD23M1CN,https://www.amazon.fr/-/en/Corner-Protection-Protectors-Furniture-Corners/dp/B0BD23M1CN/ref=zg_bs_g_baby_d_sccl_37/520-3487328-5134422?psc=1,37,baby,fr,0,1K+ bought
1,38,"MAM SkinSoft Silicone Teats Measures 3, Quick Flow, 4 Months (Pack of 2)",€5.99,3865,4.8 out of 5 stars,B00B497AFO,https://www.amazon.fr/-/en/MAM-SkinSoft-Silicone-Measures-Months/dp/B00B497AFO/ref=zg_bs_g_baby_d_sccl_38/520-3487328-5134422?psc=1,38,baby,fr,0,500+ bought
1,39,Pack of 20 Removable French Baby Socket Covers [No Keys or Adhesive] – Invention 100% Made in France – Baby Socket Cover – Home and Child Safety for Electrical Socket Protection,€9.99,7963,4.6 out of 5 stars,B08L3YVM7S,https://www.amazon.fr/-/en/Removable-French-Socket-Covers-Adhesive/dp/B08L3YVM7S/ref=zg_bs_g_baby_d_sccl_39/520-3487328-5134422?psc=1,39,baby,fr,0,2K+ bought
1,40,"Bebeconfort Manga i-Fix ISOFIX Car Booster Seat, Lightweight Car Booster Seat, 6-12 Years, 22-36 kg, 125-150 cm, Tinted Graphite",€36.90,6661,4.7 out of 5 stars,B000O6JX7G,https://www.amazon.fr/-/en/Bebeconfort-Booster-Lightweight-125-150-Graphite/dp/B000O6JX7G/ref=zg_bs_g_baby_d_sccl_40/520-3487328-5134422?psc=1,40,baby,fr,500+,500+ bought
1,41,"Safety 1st Easy Close Metal, 7 cm Gate Extension, No Drilling, Easy to Install Child Safety Gate Extension, Child Stair Gate Extension, Pressure, White",€9.90,16219,4.6 out of 5 stars,B00EVR5KO4,https://www.amazon.fr/-/en/Safety-1st-Extension-Drilling-Pressure/dp/B00EVR5KO4/ref=zg_bs_g_baby_d_sccl_41/520-3487328-5134422?psc=1,41,baby,fr,600+,600+ bought
1,42,"Philips Avent Lot de 2 biberons en verre à Réponse Naturelle – biberon de 240 ml, sans BPA pour les bébés de 1 mois et + (modèle SCY933/02)",€19.90,2249,4.7 out of 5 stars,B0BWFLJBNJ,https://www.amazon.fr/-/en/Philips-Avent-biberons-R%C3%A9ponse-Naturelle/dp/B0BWFLJBNJ/ref=zg_bs_g_baby_d_sccl_42/520-3487328-5134422?psc=1,42,baby,fr,0,1K+ bought
1,43,Philips Avent Design Drainer for 8 Bottles Black and White (Model SCF149/00),€13.90,29942,4.8 out of 5 stars,B00GN0S81Y,https://www.amazon.fr/-/en/Philips-Drainer-Bottles-SCF149-00/dp/B00GN0S81Y/ref=zg_bs_g_baby_d_sccl_43/520-3487328-5134422?psc=1,43,baby,fr,0,1K+ bought
1,44,"Baby Car Rear View Mirror with Rear View, Shatterproof, Adjustable Front View Rear View Mirror for Infants, Kids and Pets",€9.99,8523,4.7 out of 5 stars,B0876HMQMY,https://www.amazon.fr/-/en/Mirror-Shatterproof-Adjustable-Front-Infants/dp/B0876HMQMY/ref=zg_bs_g_baby_d_sccl_44/520-3487328-5134422?psc=1,44,baby,fr,0,2K+ bought
1,45,"Vinabo Baby Cupboard Block, 4K Baby Safety Door Window Lock, Child Safety Locks for Applying to Drawers, Fridge, Home Safety Protection (4 Shorts + 8 Long Pieces)",€7.99,2120,4.1 out of 5 stars,B0BJ2HMTHL,https://www.amazon.fr/-/en/Vinabo-Cupboard-Applying-Drawers-Protection/dp/B0BJ2HMTHL/ref=zg_bs_g_baby_d_sccl_45/520-3487328-5134422?psc=1,45,baby,fr,0,1K+ bought
1,46,"Medela Easy Pour Breast Milk Storage Bags, 210 ml Capacity, Leak-Proof Design with Milk Protection, Made BPA Free, Disposable, Pack of 100",€15.90,2512,4.8 out of 5 stars,B0D97R57G3,https://www.amazon.fr/-/en/Medela-Capacity-Leak-Proof-Protection-Disposable/dp/B0D97R57G3/ref=zg_bs_g_baby_d_sccl_46/520-3487328-5134422?psc=1,46,baby,fr,0,1K+ bought
2,51,"Brencco Electric Baby Nail File with Six Interchangeable Grinding Heads, Low Noise",€7.99,6259,4.3 out of 5 stars,B0BQ33K7TF,https://www.amazon.fr/-/en/Brencco-Electric-Nail-File-Interchangeable/dp/B0BQ33K7TF/ref=zg_bs_g_baby_d_sccl_1/520-3487328-5134422?psc=1,51,baby,fr,0,1K+ bought
2,52,"PRORHINEL - Disposable Soft Tips for Manual Baby Fly - Clogged Nose Wash, Runny Nose - Soft & Hygienic Easy to Use - From Birth - Made in France - 20 Tips",€12.74,2384,4.8 out of 5 stars,B00BSUCNMO,https://www.amazon.fr/-/en/PRORHINEL-Disposable-Manual-Clogged-Hygienic/dp/B00BSUCNMO/ref=zg_bs_g_baby_d_sccl_2/520-3487328-5134422?psc=1,52,baby,fr,0,0
2,53,"Suavinex, Zero Zero Pacifier with Symmetrical Nipple SX Pro, 0-6 months, Newborn Pacifier, Suitable for Breastfeeding Babies, Hypoallergenic, SkinFriendly Silicone, Light",€7.90,3614,4.6 out of 5 stars,B0CPM914M7,https://www.amazon.fr/-/en/Suavinex-Symmetrical-Breastfeeding-Hypoallergenic-SkinFriendly/dp/B0CPM914M7/ref=zg_bs_g_baby_d_sccl_3/520-3487328-5134422?psc=1,53,baby,fr,0,300+ bought
2,54,"Babymoov Baby Care Kit – Compact & Portable – From Birth – 9 Essential Baby Care Accessories Including Hair Brush, Digital Thermometer, Bath Thermometer, Small Nail Clippers, Sand",€35.90,1022,4.6 out of 5 stars,B0CYQ9GDXH,https://www.amazon.fr/-/en/Babymoov-Baby-Care-Kit-Accessories/dp/B0CYQ9GDXH/ref=zg_bs_g_baby_d_sccl_4/520-3487328-5134422?psc=1,54,baby,fr,0,1K+ bought
2,55,Angelcare - 3 Nappy Bin Refills – Octagonal – Anti Odour – Dress Up – Made in France,€20.90,2594,4.7 out of 5 stars,B01CA6EZCU,https://www.amazon.fr/-/en/Angelcare-Nappy-Refills-Octagonal-France/dp/B01CA6EZCU/ref=zg_bs_g_baby_d_sccl_5/520-3487328-5134422?psc=1,55,baby,fr,0,1K+ bought
2,56,CARRYBOO - Nappies Size 3 (4-9 kg) - Healthy and Ultra Absorbent - 12h Leak Proof - No Adverse Substances - Made in France - Accessible Price - 150 Disposable Nappies - Pack 1 Month,€35.37,106,4.2 out of 5 stars,B0DRVQVSWC,https://www.amazon.fr/-/en/CARRYBOO-Absorbent-Substances-Accessible-Disposable/dp/B0DRVQVSWC/ref=zg_bs_g_baby_d_sccl_6/520-3487328-5134422?psc=1,56,baby,fr,0,200+ bought
2,57,"BÉABA, 2 in 1 Drinking Bottle/Learning Cup, Children's Straw Cup, 100% Leak-Proof, Easy to Open, Removable Handles, Tritan and Silicone, 300 ml, Old Pink",€12.40,2056,4.5 out of 5 stars,B08B63ZGQC,https://www.amazon.fr/-/en/Drinking-Learning-Childrens-Leak-Proof-Removable/dp/B08B63ZGQC/ref=zg_bs_g_baby_d_sccl_7/520-3487328-5134422?psc=1,57,baby,fr,0,500+ bought
2,58,"Suavinex, Zero Zero Anti-Colic Bottle with Special Breastfeeding Nipple (A), for Babies + 0 Months, Newborn Feeding Bottle, Ideal for Mixed Breastfeeding, Breast Imitating Teat 180 ml, Deep",€13.90,9713,4.4 out of 5 stars,B0CPGYLJ22,https://www.amazon.fr/-/en/Suavinex-Anti-Colic-Special-Breastfeeding-Imitating/dp/B0CPGYLJ22/ref=zg_bs_g_baby_d_sccl_8/520-3487328-5134422?psc=1,58,baby,fr,0,200+ bought
2,59,1st Age Silicone Spoon - Soft Learning Cutlery for Infants - Great for Food Diversification and Self-Empowerment (Blue/Orange),€11.99,46098,4.7 out of 5 stars,B01GEOZEVU,https://www.amazon.fr/-/en/1st-Silicone-Spoon-Diversification-Self-Empowerment/dp/B01GEOZEVU/ref=zg_bs_g_baby_d_sccl_9/520-3487328-5134422?psc=1,59,baby,fr,0,1K+ bought
2,60,Weleda Mum Massage Oil For Stretch Marks 100ml,€14.99,9990,4.6 out of 5 stars,B000VYFD52,https://www.amazon.fr/-/en/Weleda-Massage-Stretch-Marks-100ml/dp/B000VYFD52/ref=zg_bs_g_baby_d_sccl_10/520-3487328-5134422?psc=1,60,baby,fr,0,1K+ bought
2,61,Momcozy Silicone Bottle Brush | Travel Cleaning Kit with Teat Brush + Swab + Storage Box | Integrated Drying Rack | Ready for Baby Outdoors,€16.99,1249,4.6 out of 5 stars,B0DFM9SQWC,https://www.amazon.fr/-/en/Momcozy-Silicone-Cleaning-Integrated-Outdoors/dp/B0DFM9SQWC/ref=zg_bs_g_baby_d_sccl_11/520-3487328-5134422?psc=1,61,baby,fr,0,900+ bought
2,62,"Tommee Tippee Original Refill Cassettes Twist and Click Advanced Nappy Bin, Exclusive Pack of 4, 10.5 m, Easy Refill and Great Savings, 4 x 10.5 m (Pack May Vary)",€36.99,3158,4.7 out of 5 stars,B0D5CY7GT2,https://www.amazon.fr/-/en/Tommee-Tippee-Original-Cassettes-Exclusive/dp/B0D5CY7GT2/ref=zg_bs_g_baby_d_sccl_12/520-3487328-5134422?psc=1,62,baby,fr,0,600+ bought
2,63,"Pampers Splashers, Size 4-5, 11 Disposable Swim Diapers, 9-15 kg, Comfort of a Swimsuit and Optimum Protection in the Water, Limited Edition Baby Shark",€9.30,4799,4.6 out of 5 stars,B0795VMMC3,https://www.amazon.fr/-/en/Pampers-Splashers-Disposable-Swimsuit-Protection/dp/B0795VMMC3/ref=zg_bs_g_baby_d_sccl_13/520-3487328-5134422?psc=1,63,baby,fr,0,600+ bought
2,64,"Bebeconfort Express Electric Baby Bottle Warmer, Baby Bottle Warmer for Home, Quick Heating, Easy to Use, White and Green",€15.90,984,3.9 out of 5 stars,B0DPGH6QSV,https://www.amazon.fr/-/en/Bebeconfort-Express-Electric-Bottle-Heating/dp/B0DPGH6QSV/ref=zg_bs_g_baby_d_sccl_14/520-3487328-5134422?psc=1,64,baby,fr,0,700+ bought
2,65,"THERMOBABY Pack of 10 250 ml Baby Food Storage Containers - Microwave, Freezer, Dishwasher Safe - Stackable - Assorted Colours - Made in France",€11.90,772,4.6 out of 5 stars,B0DFCNQS58,https://www.amazon.fr/-/en/THERMOBABY-Pack-Baby-Storage-Containers/dp/B0DFCNQS58/ref=zg_bs_g_baby_d_sccl_15/520-3487328-5134422?psc=1,65,baby,fr,0,1K+ bought
2,66,WELEDA - Organic Red Fruit Breastfeeding Herbal Tea - Promotes lactation - 20 Sachets of 2g,€5.73,1554,4.5 out of 5 stars,B01N79K8TE,https://www.amazon.fr/-/en/WELEDA-Organic-Breastfeeding-Promotes-lactation/dp/B01N79K8TE/ref=zg_bs_g_baby_d_sccl_16/520-3487328-5134422?psc=1,66,baby,fr,0,0
2,67,MAM 6+ Months Baby Bottle Nipples (2 Pack) - Ultra-Fast Speed X-Flow Silicone Teats - Ultra-Soft Flat Baby Teats,€5.29,4358,4.8 out of 5 stars,B00B2JKYW2,https://www.amazon.fr/-/en/MAM-Months-Baby-Bottle-Nipples/dp/B00B2JKYW2/ref=zg_bs_g_baby_d_sccl_17/520-3487328-5134422?psc=1,67,baby,fr,0,1K+ bought
2,68,"Philips Avent Natural Response 0% BPA Free Bottle Teats, 6 Thickened Liquids Flow Rate for Babies 6 Months + (Model SCY966/02)",€6.90,2984,4.8 out of 5 stars,B0BWFPZ7D7,https://www.amazon.fr/-/en/Philips-Response-Thickened-SCY966-02/dp/B0BWFPZ7D7/ref=zg_bs_g_baby_d_sccl_18/520-3487328-5134422?psc=1,68,baby,fr,0,1K+ bought
2,69,"akolik Baby Teething Ring, Silicone and Wood Teething Toy Teething Ring BPA Free Breastfeeding Accessories for 3-6 6-12 Months Autistic Babies Gifts for Children (Rudder B)",€7.99,6143,4.7 out of 5 stars,B0B3J9ZT5T,https://www.amazon.fr/-/en/akolik-Teething-Silicone-Breastfeeding-Accessories/dp/B0B3J9ZT5T/ref=zg_bs_g_baby_d_sccl_19/520-3487328-5134422?psc=1,69,baby,fr,0,1K+ bought
2,70,Angelcare - 6 Nappy Bin Refills – Octagonal – Anti Odour – Dress Up – Made in France,€38.90,1847,4.7 out of 5 stars,B01CA6EYRQ,https://www.amazon.fr/-/en/Angelcare-Nappy-Refills-Octagonal-France/dp/B01CA6EYRQ/ref=zg_bs_g_baby_d_sccl_20/520-3487328-5134422?psc=1,70,baby,fr,0,600+ bought
