page,rank,title,price,reviews_count,rating,asin,url,rank_filled,category,market_place,bought_number,bought_number_2
1,26,"WISIRENT Washing Machine Hose Gasket, 35-40mm Grey Washing Machine Drain Hose Seal with Silicone Sealing Cap, Washing Machine Hose for Home Kitchen",€9.98,661,4.5 out of 5 stars,B0DD74BQ86,https://www.amazon.fr/-/en/WISIRENT-Washing-Machine-35-40mm-Silicone/dp/B0DD74BQ86/ref=zg_bs_g_appliances_d_sccl_26/523-3724927-0432662?psc=1,26,appliances,fr,0,100+ bought
1,27,CARE+PROTECT Universal Overlay Kit for Washing Machine Depth 47 to 62 cm and Standard Size Tumble Dryers with Sliding Shelf - Space Saving - White - Rounded Front,€48.90,5000,4.5 out of 5 stars,B07MWMN177,https://www.amazon.fr/-/en/CARE-PROTECT-Universal-Overlay-Standard/dp/B07MWMN177/ref=zg_bs_g_appliances_d_sccl_27/523-3724927-0432662?psc=1,27,appliances,fr,0,100+ bought
1,28,no title,€229.68,408,4.0 out of 5 stars,B0DFHHJBV5,https://www.amazon.fr/-/en/COMFEE-CDWPF1201PS-Dishwasher-Freestanding-settings/dp/B0DFHHJBV5/ref=zg_bs_g_appliances_d_sccl_28/523-3724927-0432662?psc=1,28,appliances,fr,0,100+ bought
1,29,no title,€149.99,950,4.1 out of 5 stars,B0CWNSVK57,https://www.amazon.fr/-/en/RCD93WH2-Temperature-control-Freestanding-counter/dp/B0CWNSVK57/ref=zg_bs_g_appliances_d_sccl_29/523-3724927-0432662?psc=1,29,appliances,fr,0,50+ bought
1,30,"SOS Accessoire Hotpoint Dishwasher Cutlery Basket C00257140, C00386607",€20.88,483,3.7 out of 5 stars,B0CS3V63TV,https://www.amazon.fr/-/en/SOS-Accessoire-Dishwasher-C00257140-C00386607/dp/B0CS3V63TV/ref=zg_bs_g_appliances_d_sccl_30/523-3724927-0432662?psc=1,30,appliances,fr,0,unknown
1,31,ComwithSafe Induction Adaptor 20 cm with 3.4 mm High Temperature Coating – Does Not Change Colour – Heat Diffuser Plate with Removable Insulating Handle – Induction/Gas Relay Disc,€20.99,1765,4.1 out of 5 stars,B0BYW9KDKT,https://www.amazon.fr/-/en/ComwithSafe-Induction-Adaptor-Temperature-Coating/dp/B0BYW9KDKT/ref=zg_bs_g_appliances_d_sccl_31/523-3724927-0432662?psc=1,31,appliances,fr,0,100+ bought
1,32,FilterBase® 2 Activated Carbon Filters for AEG Electrolux 4055171138 4055217501 | Elica CFC0038668 Type 57 CFC0140343 | IKEA NYTTIG FIL 440 | Whirlpool 48400008824 | Bosch 1200. 20221 | Siemens,€21.95,290,4.6 out of 5 stars,B0CBRWR9GY,https://www.amazon.fr/-/en/FilterBase%C2%AE-Electrolux-4055171138-4055217501-48400008824/dp/B0CBRWR9GY/ref=zg_bs_g_appliances_d_sccl_32/523-3724927-0432662?psc=1,32,appliances,fr,0,200+ bought
1,33,"G9 Ampoule Halogène Four 40W 300 Degré, Dimmable Blanc Chaud 2700K 520LM, 230V, Ampoule Halogène G9 pour Lampe Four, Micro-ondes, Lampes de Table, 2 Pièces",€4.99,1138,4.6 out of 5 stars,B0D225654K,https://www.amazon.fr/-/en/Ampoule-Halog%C3%A8ne-Dimmable-Micro-ondes-Lampes/dp/B0D225654K/ref=zg_bs_g_appliances_d_sccl_33/523-3724927-0432662?psc=1,33,appliances,fr,0,100+ bought
1,34,"Alyvisun Washing Machine Pads, 4 Pieces, Universal Shock Absorber Mat for Washing Machines, Non-Slip Base, Drainage Foot Foot Anti-Vibration for Dryer, Fridge (Grey)",€6.99,1245,4.3 out of 5 stars,B0CB2X55P4,https://www.amazon.fr/-/en/Alyvisun-Washing-Machine-Pads-Anti-Vibration/dp/B0CB2X55P4/ref=zg_bs_g_appliances_d_sccl_34/523-3724927-0432662?psc=1,34,appliances,fr,0,unknown
1,35,"JHCHU Slimline Washing Machine Dryer Stacking Kit, Universal Ultra-Thin Frame for 45-68 cm Appliances, Space-Saving Design with Ratchet Strap and 4 Multifunctional Hooks (White)",€34.99,915,4.6 out of 5 stars,B0F6W9ZT3Z,https://www.amazon.fr/-/en/JHCHU-Ultra-Thin-Appliances-Space-Saving-Multifunctional/dp/B0F6W9ZT3Z/ref=zg_bs_g_appliances_d_sccl_35/523-3724927-0432662?psc=1,35,appliances,fr,0,200+ bought
1,36,no title,€59.99,992,4.0 out of 5 stars,B0D87P4SX2,https://www.amazon.fr/-/en/COMFEE-SLIF17B-60-Extractor-Counter-Suction/dp/B0D87P4SX2/ref=zg_bs_g_appliances_d_sccl_36/523-3724927-0432662?psc=1,36,appliances,fr,0,100+ bought
1,37,SPARES2GO Universal Tumble Dryer Vent Hose Condenser Kit with 3 Adapters (1.2m),€18.19,3091,4.0 out of 5 stars,B074SXSFFG,https://www.amazon.fr/-/en/SPARES2GO-Universal-Tumble-Condenser-Adapters/dp/B074SXSFFG/ref=zg_bs_g_appliances_d_sccl_37/523-3724927-0432662?psc=1,37,appliances,fr,0,400+ bought
1,38,"Candy Water Tank for Tumble Dryer with Easy Case, Capacity 5 Liters, Black Handle, Always Visible Water Level, Removable and Emptyable Tank, Can Be Repositioned Easily",€44.04,816,4.5 out of 5 stars,B0046MPOWW,https://www.amazon.fr/-/en/Capacity-Visible-Removable-Emptyable-Repositioned/dp/B0046MPOWW/ref=zg_bs_g_appliances_d_sccl_38/523-3724927-0432662?psc=1,38,appliances,fr,0,100+ bought
1,39,KitchenYeah Induction Plate Protector 59 x 52 cm Deco Kitchen Accessories Practical Glass Ceramic Protection Quote Bistro Bon Appetit Sweet Home Wood Texture 59 x 52 cm,€25.99,4451,4.7 out of 5 stars,B0CST6C3TJ,https://www.amazon.fr/-/en/KitchenYeah-Induction-Protector-Accessories-Protection/dp/B0CST6C3TJ/ref=zg_bs_g_appliances_d_sccl_39/523-3724927-0432662?psc=1,39,appliances,fr,0,50+ bought
1,40,"EVAYP /Activated carbon filter/Suitable for AIRFORCE - ARTHUR MARTIN - ELECTROLUX - Whirlpool - Airlux - M-System / AFFCAF16CS FC120 875956 KFMK-6 for cooker hoods, extractor hoods",€22.90,304,4.7 out of 5 stars,B09TDRV15N,https://www.amazon.fr/-/en/EVAYP-Activated-carbon-Suitable-AIRFORCE/dp/B09TDRV15N/ref=zg_bs_g_appliances_d_sccl_40/523-3724927-0432662?psc=1,40,appliances,fr,0,200+ bought
1,41,"IBILI - Gas diffuser, Tinned steel, Design suitable for gas stoves",€7.90,333,4.5 out of 5 stars,B081FJFD3V,https://www.amazon.fr/-/en/IBILI-diffuser-Tinned-Design-suitable/dp/B081FJFD3V/ref=zg_bs_g_appliances_d_sccl_41/523-3724927-0432662?psc=1,41,appliances,fr,100+,100+ bought
1,42,"CLARE Premium Tapis Anti Vibration Machine a Laver et Patin Anti Vibration | Stabilisateur Machine à Laver | Moins de Bruit et Mouvement | Tapis Antivibration pour Haut-parleurs, Imprimante 3D",€7.99,1549,4.1 out of 5 stars,B08WKKWRZZ,https://www.amazon.fr/-/en/CLARE-Stabilisateur-Antivibration-Haut-parleurs-Imprimante/dp/B08WKKWRZZ/ref=zg_bs_g_appliances_d_sccl_42/523-3724927-0432662?psc=1,42,appliances,fr,0,100+ bought
1,43,"AQUACREST Fridge Filter Replacement for Samsung® DA29-10105J HAFEX/EXP, DA2010CB DA99-02131B, LG® 5231JA2010B (2)",€17.99,3428,4.6 out of 5 stars,B07FM5GDMV,https://www.amazon.fr/-/en/AQUACREST-Replacement-DA29-10105J-DA99-02131B-5231JA2010B/dp/B07FM5GDMV/ref=zg_bs_g_appliances_d_sccl_43/523-3724927-0432662?psc=1,43,appliances,fr,0,unknown
1,44,"YASHE Mini Fridge 4 Litre Cosmetic Fridge Small AC DC Thermoelectric Fridge for Beverages, Food, Beauty, Office, Dorm, Car, Pink",€49.99,2549,4.3 out of 5 stars,B0CPP8517F,https://www.amazon.fr/-/en/YASHE-Fridge-Cosmetic-Thermoelectric-Beverages/dp/B0CPP8517F/ref=zg_bs_g_appliances_d_sccl_44/523-3724927-0432662?psc=1,44,appliances,fr,0,30+ bought
1,45,"KARAT – Anti-Vibration Mat Washing Machines, Tumble Dryer – Customizable, Insulating, Soundproofing – German Quality – Acoustic Insulation Mattress, Resistant -30°C/100°C - 60x60cm | 5mm",€7.99,338,4.5 out of 5 stars,B0BVRF12MT,https://www.amazon.fr/-/en/KARAT-Anti-Vibration-Customizable-Insulating-Soundproofing/dp/B0BVRF12MT/ref=zg_bs_g_appliances_d_sccl_45/523-3724927-0432662?psc=1,45,appliances,fr,0,50+ bought
1,46,no title,€299.00,74,4.2 out of 5 stars,B0FTGRYK7S,https://www.amazon.fr/-/en/Candy-Washing-Programmes-Economical-Operation/dp/B0FTGRYK7S/ref=zg_bs_g_appliances_d_sccl_46/523-3724927-0432662?psc=1,46,appliances,fr,0,100+ bought
2,51,no title,€322.52,3562,4.1 out of 5 stars,B0CK6FY4SN,https://www.amazon.fr/-/en/CHIQ-Top-Freezer-Refrigerator-Reversible/dp/B0CK6FY4SN/ref=zg_bs_g_appliances_d_sccl_1/523-3724927-0432662?psc=1,51,appliances,fr,0,50+ bought
2,52,12 Pcs Reusable Lint Ball for Cat Pet Hair Removal Washing Machine Pet Hair Remover (Green),€7.49,453,3.2 out of 5 stars,B0CNCXDCGF,https://www.amazon.fr/-/en/Reusable-Removal-Washing-Machine-Remover/dp/B0CNCXDCGF/ref=zg_bs_g_appliances_d_sccl_2/523-3724927-0432662?psc=1,52,appliances,fr,0,100+ bought
2,53,no title,€197.21,2350,4.4 out of 5 stars,B08P3H1SRQ,https://www.amazon.fr/-/en/Bomann-Continuous-Temperature-Interchangeable-Adjustable/dp/B08P3H1SRQ/ref=zg_bs_g_appliances_d_sccl_3/523-3724927-0432662?psc=1,53,appliances,fr,0,unknown
2,54,no title,€501.02,1183,4.0 out of 5 stars,B0F1TQGFKK,https://www.amazon.fr/-/en/CHiQ-CW07123863AX-Porthole-Washing-Machine/dp/B0F1TQGFKK/ref=zg_bs_g_appliances_d_sccl_4/523-3724927-0432662?psc=1,54,appliances,fr,100+,100+ bought
2,55,Samsung HAF-CIN/EXP Water Filter for Refrigerators,€32.27,50085,4.5 out of 5 stars,B003N1ZSYG,https://www.amazon.fr/-/en/Samsung-HAF-CIN-EXP-Filter-Refrigerators/dp/B003N1ZSYG/ref=zg_bs_g_appliances_d_sccl_5/523-3724927-0432662?psc=1,55,appliances,fr,0,unknown
2,56,CIARRA CABBIH3-E Induction Hob – 3 Hob 5600 W – Built-In Hob – Touch Control – 9 Levels,€132.99,197,4.1 out of 5 stars,B0DLGS1Q5Y,https://www.amazon.fr/-/en/CIARRA-CABBIH3-Induction-Hob-Built/dp/B0DLGS1Q5Y/ref=zg_bs_g_appliances_d_sccl_6/523-3724927-0432662?psc=1,56,appliances,fr,0,unknown
2,57,"NIUXX Universal Washing Machine Base, Anti-Vibration Function, Adjustable Brakes, Adjustable Size, Fits 42-69cm Stacked Washing Machines and Tumble Dryers, Max Load 400kg",€59.99,1168,4.3 out of 5 stars,B0CW9S3PSY,https://www.amazon.fr/-/en/NIUXX-Universal-Anti-Vibration-Function-Adjustable/dp/B0CW9S3PSY/ref=zg_bs_g_appliances_d_sccl_7/523-3724927-0432662?psc=1,57,appliances,fr,50+,50+ bought
2,58,CARE+PROTECT Magnetic Anti-Limescale for Washing Machines and Dishwashers - Universal - Removes Limescale and Reduces Energy Consumption - Extends the Life of the Machine - 1 Unit,€17.70,1112,4.3 out of 5 stars,B07BHCYSRS,https://www.amazon.fr/-/en/CARE-PROTECT-Magnetic-Anti-Limescale-Dishwashers/dp/B07BHCYSRS/ref=zg_bs_g_appliances_d_sccl_8/523-3724927-0432662?psc=1,58,appliances,fr,0,unknown
2,59,"Salter Stainless Steel Kitchen Thermometer 50-300℃ Analog for Gas Ovens, Electric, Turning Heat, Accurate Thermometer for Cooking Meat, Cakes and Miscellaneous Recipes",€11.49,8079,4.4 out of 5 stars,B01685ZUS2,https://www.amazon.fr/-/en/Salter-Stainless-Thermometer-Electric-Miscellaneous/dp/B01685ZUS2/ref=zg_bs_g_appliances_d_sccl_9/523-3724927-0432662?psc=1,59,appliances,fr,0,100+ bought
2,60,5 beertender serving tubes for Seb & Krups beer pump. Delivered in Colissimo 48h,€15.12,1988,4.6 out of 5 stars,B07DR9JW5P,https://www.amazon.fr/-/en/beertender-serving-tubes-Delivered-Colissimo/dp/B07DR9JW5P/ref=zg_bs_g_appliances_d_sccl_10/523-3724927-0432662?psc=1,60,appliances,fr,0,200+ bought
2,61,FilterBase® Liebherr Refrigerator Fresh Air Filter | Pack of 2 | Activated Carbon Filter Compatible with 9096989 9882460 988246000 and 7440021-00,€15.95,215,4.6 out of 5 stars,B0DJRLNPX2,https://www.amazon.fr/-/en/FilterBase%C2%AE-Refrigerator-Activated-Compatible-7440021-00/dp/B0DJRLNPX2/ref=zg_bs_g_appliances_d_sccl_11/523-3724927-0432662?psc=1,61,appliances,fr,100+,100+ bought
2,62,"AstroAI Mini Fridge 6L, 8 Cans 330 ml, Portable Car Refrigerator 12 V/220 V, Small Cosmetic Fridge, Skincare, Hot/Cold Function, Gift for Women and Men (Grey)",€43.30,969,4.2 out of 5 stars,B0CHRGQQVZ,https://www.amazon.fr/-/en/AstroAI-Portable-Refrigerator-Cosmetic-Skincare/dp/B0CHRGQQVZ/ref=zg_bs_g_appliances_d_sccl_12/523-3724927-0432662?psc=1,62,appliances,fr,0,50+ bought
2,63,"12 x Reusable Washing Machine Hair Balls for Large Families or Large Animals, Effective against Hair, Hair, Plush (Blue)",€12.99,1,5.0 out of 5 stars,B0GHR5H2RL,https://www.amazon.fr/-/en/Reusable-Washing-Machine-Families-Effective/dp/B0GHR5H2RL/ref=zg_bs_g_appliances_d_sccl_13/523-3724927-0432662?psc=1,63,appliances,fr,0,unknown
2,64,SAMSUNG HAFEX/XB Water Filter,€21.00,692,4.7 out of 5 stars,B07DVM36PS,https://www.amazon.fr/-/en/SAMSUNG-HAFEX-XB-Water-Filter/dp/B07DVM36PS/ref=zg_bs_g_appliances_d_sccl_14/523-3724927-0432662?psc=1,64,appliances,fr,0,unknown
2,65,Adjustable Oven and Fridge Rack Fits Ariston Indesit Smeg Ignis Rex,€12.10,1504,4.1 out of 5 stars,B07RQYTT4Y,https://www.amazon.fr/-/en/Adjustable-Fridge-Ariston-Indesit-Ignis/dp/B07RQYTT4Y/ref=zg_bs_g_appliances_d_sccl_15/523-3724927-0432662?psc=1,65,appliances,fr,200+,200+ bought
2,66,"ThermoPro TP110 Refrigerator Thermometer, Freezer Thermometer Large LCD Backlit Waterproof IPX6, Max/Min Temperature Recording, Easy Battery Change (Cave/Kitchen)",€11.99,571,4.4 out of 5 stars,B0DNMRNRF2,https://www.amazon.fr/-/en/ThermoPro-TP110-Refrigerator-Thermometer-Temperature/dp/B0DNMRNRF2/ref=zg_bs_g_appliances_d_sccl_16/523-3724927-0432662?psc=1,66,appliances,fr,0,unknown
2,67,"Cecotec Bolero Hexa C126000 Line+ A. 2800 W, Capacity 77 Liters, 4 Functions, Low Consumption, Steam Cleaning, Steaming, Triple Door Glazing",,529,3.6 out of 5 stars,B0BPYV6XLT,https://www.amazon.fr/-/en/Cecotec-Capacity-Functions-Consumption-Cleaning/dp/B0BPYV6XLT/ref=zg_bs_g_appliances_d_sccl_17/523-3724927-0432662?psc=1,67,appliances,fr,0,unknown
2,68,"YAMAIDUO Set of 2 Reusable Portable 360° Shoe Washing Bag with Zip, Laundry Bags for Shoes Protection for Shoes, Yellow",€14.00,538,4.4 out of 5 stars,B0F29P9Z2W,https://www.amazon.fr/-/en/YAMAIDUO-Reusable-Portable-Washing-Protection/dp/B0F29P9Z2W/ref=zg_bs_g_appliances_d_sccl_18/523-3724927-0432662?psc=1,68,appliances,fr,0,300+ bought
2,69,"Bosch PUJ611BB5E, Series 4, Induction hob, 3 gas rings, 60 cm, Black, Frameless",€238.00,193,4.2 out of 5 stars,B09VPQSFTJ,https://www.amazon.fr/-/en/Bosch-PUJ611BB5E-Induction-rings-Frameless/dp/B09VPQSFTJ/ref=zg_bs_g_appliances_d_sccl_19/523-3724927-0432662?psc=1,69,appliances,fr,100+,unknown
2,70,"Kenekos - Economy set of 3 metal grease filters for cooker hood 305 mm x 267 mm. Compatible with AEG, Whirlpool and others. As replacement part no. 405525042-9",€25.89,628,4.6 out of 5 stars,B08H8Q7YMJ,https://www.amazon.fr/-/en/Kenekos-Compatible-Whirlpool-replacement-405525042-9/dp/B08H8Q7YMJ/ref=zg_bs_g_appliances_d_sccl_20/523-3724927-0432662?psc=1,70,appliances,fr,0,unknown
2,71,"SOS Accessoire 2 x Carbon Cooker Hood Filters AS0015184, 49037930 AMICA, AYA, BRANDT, CANDY, CONTINENTAL EDISON, CURTISS, DE DIETRICH, FAR, OCE",€20.13,144,4.4 out of 5 stars,B0CWDR7FZH,https://www.amazon.fr/-/en/SOS-Accessoire-AS0015184-49037930-CONTINENTAL/dp/B0CWDR7FZH/ref=zg_bs_g_appliances_d_sccl_21/523-3724927-0432662?psc=1,71,appliances,fr,0,100+ bought
